date,adset_id,Banner revenue,Video revenue,campaign_id,campaign_name,Spend,Clicks
2024-02-20,a:293087558504487000,4.144413,0.40988699999999945,c:479655221905119760,405047 Alt v1 Andrii IMG,9.69,394
2024-02-21,a:293087558504487000,14.584964,1.8026359999999997,c:479655221905119760,405047 Alt v1 Andrii IMG,30.92,495
2024-02-22,a:293087558504487000,8.020056,1.0936439999999994,c:479655221905119760,405047 Alt v1 Andrii IMG,17.87,816
2024-02-20,a:452167281776838000,8.48673,0.446670000000001,c:703770107520193400,413122 Alt v1 Vasyl IMG,7.09,110
2024-02-21,a:452167281776838000,49.44294000000001,5.493659999999998,c:703770107520193400,413122 Alt v1 Vasyl IMG,34.77,453
2024-02-22,a:452167281776838000,17.393418,1.3091819999999998,c:703770107520193400,413122 Alt v1 Vasyl IMG,12.81,156
2024-02-20,a:342619772851825000,5.734452,0.4986479999999993,c:687191956695160300,411954 Alt v1 Dima IMG,7.89,218
2024-02-21,a:342619772851825000,14.78808,0.9439200000000003,c:687191956695160300,411954 Alt v1 Dima IMG,20.7,455
2024-02-22,a:342619772851825000,14.147440000000001,1.7485599999999994,c:687191956695160300,411954 Alt v1 Dima IMG,19.87,350
2024-02-20,a:226820835315267000,12.191835,0.9176650000000013,c:747590157675858800,416170 Alt v1 Yuliia VID,8.35,328
2024-02-21,a:226820835315267000,55.70047999999999,7.5955200000000005,c:747590157675858800,416170 Alt v1 Yuliia VID,34.4,591
2024-02-22,a:226820835315267000,51.73300999999999,2.7227900000000034,c:747590157675858800,416170 Alt v1 Yuliia VID,28.07,972
2024-02-20,a:286524542206090000,14.524128000000001,0.9270720000000008,c:201343736618760700,405305 Alt v4 Vasyl GIF,8.88,255
2024-02-21,a:286524542206090000,67.59,7.509999999999991,c:201343736618760700,405305 Alt v4 Vasyl GIF,37.55,833
2024-02-22,a:286524542206090000,24.964199999999998,2.773799999999998,c:201343736618760700,405305 Alt v4 Vasyl GIF,20.7,420
2024-02-20,a:345336968984642000,8.292921000000002,0.8201789999999995,c:875992654366783400,300646 Alt v3 Artem GIF,8.21,530
2024-02-21,a:345336968984642000,75.123447,5.654453000000004,c:875992654366783400,300646 Alt v3 Artem GIF,48.37,604
2024-02-22,a:345336968984642000,29.707132000000005,2.9380679999999977,c:875992654366783400,300646 Alt v3 Artem GIF,24.92,1084
2024-02-20,a:208962884548720000,4.812192,0.36220799999999986,c:407315032894861600,417502 Alt v1 Yuliia IMG,7.84,99
2024-02-21,a:208962884548720000,31.700376000000002,3.918023999999999,c:407315032894861600,417502 Alt v1 Yuliia IMG,49.47,1033
2024-02-22,a:208962884548720000,9.749376000000002,0.9642239999999997,c:407315032894861600,417502 Alt v1 Yuliia IMG,22.32,262
2024-02-20,a:277681806542705000,1.4931,0.16589999999999994,c:140725047727756620,405227 Alt v2 Andrii IMG,3.95,126
2024-02-21,a:277681806542705000,12.545224999999999,0.6602750000000004,c:140725047727756620,405227 Alt v2 Andrii IMG,26.95,318
2024-02-22,a:277681806542705000,4.7375680000000004,0.6460319999999999,c:140725047727756620,405227 Alt v2 Andrii IMG,12.52,372
2024-02-20,a:259532738534547000,3.6892799999999997,0.40992000000000006,c:434473091894797000,404730 Alt v4 Vasyl IMG,8.54,97
2024-02-21,a:259532738534547000,20.198178,1.9976219999999998,c:434473091894797000,404730 Alt v4 Vasyl IMG,37.62,549
2024-02-22,a:259532738534547000,5.381124,0.3434760000000008,c:434473091894797000,404730 Alt v4 Vasyl IMG,12.18,214
2024-02-19,a:286791811480598000,9.51938,0.5010200000000005,c:965024766748633000,413802 Original v3 Yuliia VID,6.11,94
2024-02-20,a:286791811480598000,39.159881999999996,2.9475180000000023,c:965024766748633000,413802 Original v3 Yuliia VID,28.26,365
2024-02-21,a:286791811480598000,14.837760000000001,1.290239999999999,c:965024766748633000,413802 Original v3 Yuliia VID,10.08,194
2024-02-19,a:255463907590842000,4.959064,0.31653600000000015,c:498022582423361100,411064 Original v1 Artem IMG,4.84,75
2024-02-20,a:255463907590842000,44.371007999999996,2.832191999999999,c:498022582423361100,411064 Original v1 Artem IMG,35.76,2861
2024-02-21,a:255463907590842000,43.626659999999994,2.296140000000001,c:498022582423361100,411064 Original v1 Artem IMG,23.43,336
2024-02-19,a:331363105848134000,5.441599999999999,0.28640000000000043,c:188217415134311000,414903 Alt v2 Dima VID,3.58,224
2024-02-20,a:331363105848134000,57.09765999999999,3.0051400000000044,c:188217415134311000,414903 Alt v2 Dima VID,48.47,2320
2024-02-21,a:331363105848134000,42.05459999999999,3.1654000000000053,c:188217415134311000,414903 Alt v2 Dima VID,25.84,722
2024-02-19,a:213733945785845000,3.8654479999999998,0.47775199999999973,c:429173867212309300,414880 Alt v2 Vasyl IMG,3.56,46
2024-02-20,a:213733945785845000,38.431090000000005,4.74991,c:429173867212309300,414880 Alt v2 Vasyl IMG,29.78,922
2024-02-21,a:213733945785845000,39.33899999999999,2.9610000000000056,c:429173867212309300,414880 Alt v2 Vasyl IMG,30.0,962
2024-02-19,a:211166417531440000,6.4437999999999995,0.8787000000000003,c:333111879309020200,411482 Alt v2 Artem VID,5.05,80
2024-02-20,a:211166417531440000,46.914083999999995,2.9945160000000044,c:333111879309020200,411482 Alt v2 Artem VID,32.62,395
2024-02-21,a:211166417531440000,33.28856999999999,1.7520300000000049,c:333111879309020200,411482 Alt v2 Artem VID,18.54,1460
2024-02-19,a:242239310501790000,10.095804,1.2477959999999992,c:402141615793211200,414164 Original v3 Yuliia IMG,8.28,103
2024-02-20,a:242239310501790000,31.93498,3.9470199999999984,c:402141615793211200,414164 Original v3 Yuliia IMG,32.62,1311
2024-02-21,a:242239310501790000,30.720547999999994,2.671351999999999,c:402141615793211200,414164 Original v3 Yuliia IMG,25.49,313
2024-02-19,a:347663157819586000,3.750564,0.326136,c:158500202831229220,414954 Alt v2 Vasyl VID,3.21,48
2024-02-20,a:347663157819586000,39.187720000000006,5.343780000000002,c:158500202831229220,414954 Alt v2 Vasyl VID,26.35,1243
2024-02-21,a:347663157819586000,32.930369999999996,2.4786300000000026,c:158500202831229220,414954 Alt v2 Vasyl VID,21.46,400
2024-02-19,a:186506316183722000,11.04516,1.22724,c:697440992145496300,414937 Original v1 Yuliia GIF,9.74,467
2024-02-20,a:186506316183722000,44.77285799999999,2.857842000000005,c:697440992145496300,414937 Original v1 Yuliia GIF,26.91,366
2024-02-21,a:186506316183722000,47.282752,3.0180480000000003,c:697440992145496300,414937 Original v1 Yuliia GIF,28.58,555
